Market Code,PID,Product Category 1,Product Category 2,Product Category 3,Product Description,Brand,Pack Size,Measure,[SM] Michael O'Loughlin Butchers SKU,[SM] Michael O'Loughlin Butchers Best Price List,[SM] Michael O'Loughlin Butchers In Stock,[SM] Michael O'Loughlin Butchers Best Price,[SM] Michael O'Loughlin Butchers Units per Case,[SM] Michael O'Loughlin Butchers Converted To,[SM] Michael O'Loughlin Butchers Unit Price,[SM] Musgrave SKU,[SM] Musgrave Best Price List,[SM] Musgrave In Stock,[SM] Musgrave Best Price,[SM] Musgrave Units per Case,[SM] Musgrave Converted To,[SM] Musgrave Unit Price,[SM] Smyths Butchers SKU,[SM] Smyths Butchers Best Price List,[SM] Smyths Butchers In Stock,[SM] Smyths Butchers Best Price,[SM] Smyths Butchers Units per Case,[SM] Smyths Butchers Converted To,[SM] Smyths Butchers Unit Price,Ballycotton Seafood SKU,Ballycotton Seafood Best Price List,Ballycotton Seafood In Stock,Ballycotton Seafood Best Price,Ballycotton Seafood Units per Case,Ballycotton Seafood Converted To,Ballycotton Seafood Unit Price,Flesk Meats & Food Service Ltd SKU,Flesk Meats & Food Service Ltd Best Price List,Flesk Meats & Food Service Ltd In Stock,Flesk Meats & Food Service Ltd Best Price,Flesk Meats & Food Service Ltd Units per Case,Flesk Meats & Food Service Ltd Converted To,Flesk Meats & Food Service Ltd Unit Price,Frylite Ltd SKU,Frylite Ltd Best Price List,Frylite Ltd In Stock,Frylite Ltd Best Price,Frylite Ltd Units per Case,Frylite Ltd Converted To,Frylite Ltd Unit Price,John Lane & Sons Tralee Ltd SKU,John Lane & Sons Tralee Ltd Best Price List,John Lane & Sons Tralee Ltd In Stock,John Lane & Sons Tralee Ltd Best Price,John Lane & Sons Tralee Ltd Units per Case,John Lane & Sons Tralee Ltd Converted To,John Lane & Sons Tralee Ltd Unit Price,La Rousse Foods SKU,La Rousse Foods Best Price List,La Rousse Foods In Stock,La Rousse Foods Best Price,La Rousse Foods Units per Case,La Rousse Foods Converted To,La Rousse Foods Unit Price,Lee Strand Co-operative Creamery Ltd SKU,Lee Strand Co-operative Creamery Ltd Best Price List,Lee Strand Co-operative Creamery Ltd In Stock,Lee Strand Co-operative Creamery Ltd Best Price,Lee Strand Co-operative Creamery Ltd Units per Case,Lee Strand Co-operative Creamery Ltd Converted To,Lee Strand Co-operative Creamery Ltd Unit Price,Lynas Foodservice Ltd SKU,Lynas Foodservice Ltd Best Price List,Lynas Foodservice Ltd In Stock,Lynas Foodservice Ltd Best Price,Lynas Foodservice Ltd Units per Case,Lynas Foodservice Ltd Converted To,Lynas Foodservice Ltd Unit Price,Mary's Fish T/A Chef's Choice Fish Company Ltd SKU,Mary's Fish T/A Chef's Choice Fish Company Ltd Best Price List,Mary's Fish T/A Chef's Choice Fish Company Ltd In Stock,Mary's Fish T/A Chef's Choice Fish Company Ltd Best Price,Mary's Fish T/A Chef's Choice Fish Company Ltd Units per Case,Mary's Fish T/A Chef's Choice Fish Company Ltd Converted To,Mary's Fish T/A Chef's Choice Fish Company Ltd Unit Price,Robert Roberts/ Findlater & Co SKU,Robert Roberts/ Findlater & Co Best Price List,Robert Roberts/ Findlater & Co In Stock,Robert Roberts/ Findlater & Co Best Price,Robert Roberts/ Findlater & Co Units per Case,Robert Roberts/ Findlater & Co Converted To,Robert Roberts/ Findlater & Co Unit Price,Star Seafoods Ltd SKU,Star Seafoods Ltd Best Price List,Star Seafoods Ltd In Stock,Star Seafoods Ltd Best Price,Star Seafoods Ltd Units per Case,Star Seafoods Ltd Converted To,Star Seafoods Ltd Unit Price,Sysco Ireland SKU,Sysco Ireland Best Price List,Sysco Ireland In Stock,Sysco Ireland Best Price,Sysco Ireland Units per Case,Sysco Ireland Converted To,Sysco Ireland Unit Price,Wicked Desserts Ltd SKU,Wicked Desserts Ltd Best Price List,Wicked Desserts Ltd In Stock,Wicked Desserts Ltd Best Price,Wicked Desserts Ltd Units per Case,Wicked Desserts Ltd Converted To,Wicked Desserts Ltd Unit Price,Williams Gate Ltd (formerly Heaney Meats Catering Co Ltd) SKU,Williams Gate Ltd (formerly Heaney Meats Catering Co Ltd) Best Price List,Williams Gate Ltd (formerly Heaney Meats Catering Co Ltd) In Stock,Williams Gate Ltd (formerly Heaney Meats Catering Co Ltd) Best Price,Williams Gate Ltd (formerly Heaney Meats Catering Co Ltd) Units per Case,Williams Gate Ltd (formerly Heaney Meats Catering Co Ltd) Converted To,Williams Gate Ltd (formerly Heaney Meats Catering Co Ltd) Unit Price,Wrights of Howth SKU,Wrights of Howth Best Price List,Wrights of Howth In Stock,Wrights of Howth Best Price,Wrights of Howth Units per Case,Wrights of Howth Converted To,Wrights of Howth Unit Price
Dry,616041,Food,Ambient & Chilled: Cooking Sauce,Oriental Sauce,Sauce : Sweet Chilli,,1x5ltr,ltr,26121,Greyhound Racing Ireland Price List,No,0,5.0000000,ltr,0,26121,Greyhound Racing Ireland Price List,No,0,5.0000000,ltr,0,26121,Greyhound Racing Ireland Price List,No,0,5.0000000,ltr,0,26121,Greyhound Racing Ireland Price List,No,0,5.0000000,ltr,0,26121,Greyhound Racing Ireland Price List,No,0,5.0000000,ltr,0,26121,Greyhound Racing Ireland Price List,No,0,5.0000000,ltr,0,26121,Greyhound Racing Ireland Price List,No,0,5.0000000,ltr,0,26121,Greyhound Racing Ireland Price List,No,0,5.0000000,ltr,0,26121,Greyhound Racing Ireland Price List,No,0,5.0000000,ltr,0,26121,Greyhound Racing Ireland Price List,No,0,5.0000000,ltr,0,26121,Greyhound Racing Ireland Price List,No,0,5.0000000,ltr,0,26121,Greyhound Racing Ireland Price List,No,0,5.0000000,ltr,0,26121,Greyhound Racing Ireland Price List,No,0,5.0000000,ltr,0,26121,Greyhound Racing Ireland Price List,No,0,5.0000000,ltr,0,26121,Greyhound Racing Ireland Price List,No,0,5.0000000,ltr,0,26121,Greyhound Racing Ireland Price List,No,0,5.0000000,ltr,0,26121,Greyhound Racing Ireland Price List,No,0,5.0000000,ltr,0
Dry,196043,Food,Ambient & Chilled: Cooking Sauce,Oriental Sauce,Sauce : Sweet Chilli : Dipping,,1x3ltr,ltr,9818,Greyhound Racing Ireland Group Price List,Yes,0,3.0000000,ltr,0,9818,Greyhound Racing Ireland Group Price List,Yes,0,3.0000000,ltr,0,9818,Greyhound Racing Ireland Group Price List,Yes,0,3.0000000,ltr,0,9818,Greyhound Racing Ireland Group Price List,Yes,0,3.0000000,ltr,0,9818,Greyhound Racing Ireland Group Price List,Yes,0,3.0000000,ltr,0,9818,Greyhound Racing Ireland Group Price List,Yes,0,3.0000000,ltr,0,9818,Greyhound Racing Ireland Group Price List,Yes,0,3.0000000,ltr,0,9818,Greyhound Racing Ireland Group Price List,Yes,0,3.0000000,ltr,0,9818,Greyhound Racing Ireland Group Price List,Yes,0,3.0000000,ltr,0,9818,Greyhound Racing Ireland Group Price List,Yes,0,3.0000000,ltr,0,9818,Greyhound Racing Ireland Group Price List,Yes,0,3.0000000,ltr,0,9818,Greyhound Racing Ireland Group Price List,Yes,0,3.0000000,ltr,0,9818,Greyhound Racing Ireland Group Price List,Yes,0,3.0000000,ltr,0,9818,Greyhound Racing Ireland Group Price List,Yes,0,3.0000000,ltr,0,9818,Greyhound Racing Ireland Group Price List,Yes,0,3.0000000,ltr,0,9818,Greyhound Racing Ireland Group Price List,Yes,0,3.0000000,ltr,0,9818,Greyhound Racing Ireland Group Price List,Yes,0,3.0000000,ltr,0
,1373145,Food,Ambient & Chilled: Cooking Sauce,"Tex Mex, Caribbean Sauce & Seasoning",Chipotle Paste,,1x750g,g,BL440,Greyhound Racing Ireland Group Price List,Yes,0,0.7500000,kg,0,BL440,Greyhound Racing Ireland Group Price List,Yes,0,0.7500000,kg,0,BL440,Greyhound Racing Ireland Group Price List,Yes,0,0.7500000,kg,0,BL440,Greyhound Racing Ireland Group Price List,Yes,0,0.7500000,kg,0,BL440,Greyhound Racing Ireland Group Price List,Yes,0,0.7500000,kg,0,BL440,Greyhound Racing Ireland Group Price List,Yes,0,0.7500000,kg,0,BL440,Greyhound Racing Ireland Group Price List,Yes,0,0.7500000,kg,0,BL440,Greyhound Racing Ireland Group Price List,Yes,0,0.7500000,kg,0,BL440,Greyhound Racing Ireland Group Price List,Yes,0,0.7500000,kg,0,BL440,Greyhound Racing Ireland Group Price List,Yes,0,0.7500000,kg,0,BL440,Greyhound Racing Ireland Group Price List,Yes,0,0.7500000,kg,0,BL440,Greyhound Racing Ireland Group Price List,Yes,0,0.7500000,kg,0,BL440,Greyhound Racing Ireland Group Price List,Yes,0,0.7500000,kg,0,BL440,Greyhound Racing Ireland Group Price List,Yes,0,0.7500000,kg,0,BL440,Greyhound Racing Ireland Group Price List,Yes,0,0.7500000,kg,0,BL440,Greyhound Racing Ireland Group Price List,Yes,0,0.7500000,kg,0,BL440,Greyhound Racing Ireland Group Price List,Yes,0,0.7500000,kg,0
Dry,300525,Food,Snacks: Crisp & Snacks,Corn Snacks,Chips : Tortilla : Salted,,12x500g,g,FF132,Greyhound Racing Ireland Group Price List,Yes,0,6.0000000,kg,0,FF132,Greyhound Racing Ireland Group Price List,Yes,0,6.0000000,kg,0,FF132,Greyhound Racing Ireland Group Price List,Yes,0,6.0000000,kg,0,FF132,Greyhound Racing Ireland Group Price List,Yes,0,6.0000000,kg,0,FF132,Greyhound Racing Ireland Group Price List,Yes,0,6.0000000,kg,0,FF132,Greyhound Racing Ireland Group Price List,Yes,0,6.0000000,kg,0,FF132,Greyhound Racing Ireland Group Price List,Yes,0,6.0000000,kg,0,FF132,Greyhound Racing Ireland Group Price List,Yes,0,6.0000000,kg,0,FF132,Greyhound Racing Ireland Group Price List,Yes,0,6.0000000,kg,0,FF132,Greyhound Racing Ireland Group Price List,Yes,0,6.0000000,kg,0,FF132,Greyhound Racing Ireland Group Price List,Yes,0,6.0000000,kg,0,FF132,Greyhound Racing Ireland Group Price List,Yes,0,6.0000000,kg,0,FF132,Greyhound Racing Ireland Group Price List,Yes,0,6.0000000,kg,0,FF132,Greyhound Racing Ireland Group Price List,Yes,0,6.0000000,kg,0,FF132,Greyhound Racing Ireland Group Price List,Yes,0,6.0000000,kg,0,FF132,Greyhound Racing Ireland Group Price List,Yes,0,6.0000000,kg,0,FF132,Greyhound Racing Ireland Group Price List,Yes,0,6.0000000,kg,0
Dry,409310,Food,Snacks: Crisp & Snacks,Crisps,Pipers Crisps : Sea Salt &amp; Vinegar,Pipers,24x40g,g,CR011,Greyhound Racing Ireland Group Price List,Yes,0,0.9600000,kg,0,CR011,Greyhound Racing Ireland Group Price List,Yes,0,0.9600000,kg,0,CR011,Greyhound Racing Ireland Group Price List,Yes,0,0.9600000,kg,0,CR011,Greyhound Racing Ireland Group Price List,Yes,0,0.9600000,kg,0,CR011,Greyhound Racing Ireland Group Price List,Yes,0,0.9600000,kg,0,CR011,Greyhound Racing Ireland Group Price List,Yes,0,0.9600000,kg,0,CR011,Greyhound Racing Ireland Group Price List,Yes,0,0.9600000,kg,0,CR011,Greyhound Racing Ireland Group Price List,Yes,0,0.9600000,kg,0,CR011,Greyhound Racing Ireland Group Price List,Yes,0,0.9600000,kg,0,CR011,Greyhound Racing Ireland Group Price List,Yes,0,0.9600000,kg,0,CR011,Greyhound Racing Ireland Group Price List,Yes,0,0.9600000,kg,0,CR011,Greyhound Racing Ireland Group Price List,Yes,0,0.9600000,kg,0,CR011,Greyhound Racing Ireland Group Price List,Yes,0,0.9600000,kg,0,CR011,Greyhound Racing Ireland Group Price List,Yes,0,0.9600000,kg,0,CR011,Greyhound Racing Ireland Group Price List,Yes,0,0.9600000,kg,0,CR011,Greyhound Racing Ireland Group Price List,Yes,0,0.9600000,kg,0,CR011,Greyhound Racing Ireland Group Price List,Yes,0,0.9600000,kg,0
Dry,352886,Food,Snacks: Crisp & Snacks,Crisps,Pringles Crisps : Original,Pringles,12x40g,g,Z479914,Greyhound Racing Ireland Group Price List,Yes,0,0.4800000,kg,0,Z479914,Greyhound Racing Ireland Group Price List,Yes,0,0.4800000,kg,0,Z479914,Greyhound Racing Ireland Group Price List,Yes,0,0.4800000,kg,0,Z479914,Greyhound Racing Ireland Group Price List,Yes,0,0.4800000,kg,0,Z479914,Greyhound Racing Ireland Group Price List,Yes,0,0.4800000,kg,0,Z479914,Greyhound Racing Ireland Group Price List,Yes,0,0.4800000,kg,0,Z479914,Greyhound Racing Ireland Group Price List,Yes,0,0.4800000,kg,0,Z479914,Greyhound Racing Ireland Group Price List,Yes,0,0.4800000,kg,0,Z479914,Greyhound Racing Ireland Group Price List,Yes,0,0.4800000,kg,0,Z479914,Greyhound Racing Ireland Group Price List,Yes,0,0.4800000,kg,0,Z479914,Greyhound Racing Ireland Group Price List,Yes,0,0.4800000,kg,0,Z479914,Greyhound Racing Ireland Group Price List,Yes,0,0.4800000,kg,0,Z479914,Greyhound Racing Ireland Group Price List,Yes,0,0.4800000,kg,0,Z479914,Greyhound Racing Ireland Group Price List,Yes,0,0.4800000,kg,0,Z479914,Greyhound Racing Ireland Group Price List,Yes,0,0.4800000,kg,0,Z479914,Greyhound Racing Ireland Group Price List,Yes,0,0.4800000,kg,0,Z479914,Greyhound Racing Ireland Group Price List,Yes,0,0.4800000,kg,0
Dry,197316,Food,Snacks: Crisp & Snacks,Crisps,Pringles Crisps : Sour Cream &amp; Onion,Pringles,12x40g,g,Z479907,Greyhound Racing Ireland Group Price List,Yes,0,0.4800000,kg,0,Z479907,Greyhound Racing Ireland Group Price List,Yes,0,0.4800000,kg,0,Z479907,Greyhound Racing Ireland Group Price List,Yes,0,0.4800000,kg,0,Z479907,Greyhound Racing Ireland Group Price List,Yes,0,0.4800000,kg,0,Z479907,Greyhound Racing Ireland Group Price List,Yes,0,0.4800000,kg,0,Z479907,Greyhound Racing Ireland Group Price List,Yes,0,0.4800000,kg,0,Z479907,Greyhound Racing Ireland Group Price List,Yes,0,0.4800000,kg,0,Z479907,Greyhound Racing Ireland Group Price List,Yes,0,0.4800000,kg,0,Z479907,Greyhound Racing Ireland Group Price List,Yes,0,0.4800000,kg,0,Z479907,Greyhound Racing Ireland Group Price List,Yes,0,0.4800000,kg,0,Z479907,Greyhound Racing Ireland Group Price List,Yes,0,0.4800000,kg,0,Z479907,Greyhound Racing Ireland Group Price List,Yes,0,0.4800000,kg,0,Z479907,Greyhound Racing Ireland Group Price List,Yes,0,0.4800000,kg,0,Z479907,Greyhound Racing Ireland Group Price List,Yes,0,0.4800000,kg,0,Z479907,Greyhound Racing Ireland Group Price List,Yes,0,0.4800000,kg,0,Z479907,Greyhound Racing Ireland Group Price List,Yes,0,0.4800000,kg,0,Z479907,Greyhound Racing Ireland Group Price List,Yes,0,0.4800000,kg,0
,581507,Food,Snacks: Crisp & Snacks,Crisps,Tayto Crisps : Cheese &amp; Onion,Tayto,48x37.5g,g,S1782,Greyhound Racing Ireland Group Price List,Yes,0,1.80000000,kg,0,S1782,Greyhound Racing Ireland Group Price List,Yes,0,1.80000000,kg,0,S1782,Greyhound Racing Ireland Group Price List,Yes,0,1.80000000,kg,0,S1782,Greyhound Racing Ireland Group Price List,Yes,0,1.80000000,kg,0,S1782,Greyhound Racing Ireland Group Price List,Yes,0,1.80000000,kg,0,S1782,Greyhound Racing Ireland Group Price List,Yes,0,1.80000000,kg,0,S1782,Greyhound Racing Ireland Group Price List,Yes,0,1.80000000,kg,0,S1782,Greyhound Racing Ireland Group Price List,Yes,0,1.80000000,kg,0,S1782,Greyhound Racing Ireland Group Price List,Yes,0,1.80000000,kg,0,S1782,Greyhound Racing Ireland Group Price List,Yes,0,1.80000000,kg,0,S1782,Greyhound Racing Ireland Group Price List,Yes,0,1.80000000,kg,0,S1782,Greyhound Racing Ireland Group Price List,Yes,0,1.80000000,kg,0,S1782,Greyhound Racing Ireland Group Price List,Yes,0,1.80000000,kg,0,S1782,Greyhound Racing Ireland Group Price List,Yes,0,1.80000000,kg,0,S1782,Greyhound Racing Ireland Group Price List,Yes,0,1.80000000,kg,0,S1782,Greyhound Racing Ireland Group Price List,Yes,0,1.80000000,kg,0,S1782,Greyhound Racing Ireland Group Price List,Yes,0,1.80000000,kg,0
Dry,226542,Food,Snacks: Crisp & Snacks,Crisps,Tayto Crisps : Hunky Dorys : Cheddar Cheese &amp; Spring Onion,Tayto,50x42g,g,Z475602,Greyhound Racing Ireland Group Price List,Yes,0,2.1000000,kg,0,Z475602,Greyhound Racing Ireland Group Price List,Yes,0,2.1000000,kg,0,Z475602,Greyhound Racing Ireland Group Price List,Yes,0,2.1000000,kg,0,Z475602,Greyhound Racing Ireland Group Price List,Yes,0,2.1000000,kg,0,Z475602,Greyhound Racing Ireland Group Price List,Yes,0,2.1000000,kg,0,Z475602,Greyhound Racing Ireland Group Price List,Yes,0,2.1000000,kg,0,Z475602,Greyhound Racing Ireland Group Price List,Yes,0,2.1000000,kg,0,Z475602,Greyhound Racing Ireland Group Price List,Yes,0,2.1000000,kg,0,Z475602,Greyhound Racing Ireland Group Price List,Yes,0,2.1000000,kg,0,Z475602,Greyhound Racing Ireland Group Price List,Yes,0,2.1000000,kg,0,Z475602,Greyhound Racing Ireland Group Price List,Yes,0,2.1000000,kg,0,Z475602,Greyhound Racing Ireland Group Price List,Yes,0,2.1000000,kg,0,Z475602,Greyhound Racing Ireland Group Price List,Yes,0,2.1000000,kg,0,Z475602,Greyhound Racing Ireland Group Price List,Yes,0,2.1000000,kg,0,Z475602,Greyhound Racing Ireland Group Price List,Yes,0,2.1000000,kg,0,Z475602,Greyhound Racing Ireland Group Price List,Yes,0,2.1000000,kg,0,Z475602,Greyhound Racing Ireland Group Price List,Yes,0,2.1000000,kg,0
Dry,609484,Food,Snacks: Crisp & Snacks,Crisps,Tayto Crisps : Hunky Dorys : Salt &amp; Malt Vinegar,Tayto,50x42g,g,Z475601,Greyhound Racing Ireland Group Price List,Yes,0,2.1000000,kg,0,Z475601,Greyhound Racing Ireland Group Price List,Yes,0,2.1000000,kg,0,Z475601,Greyhound Racing Ireland Group Price List,Yes,0,2.1000000,kg,0,Z475601,Greyhound Racing Ireland Group Price List,Yes,0,2.1000000,kg,0,Z475601,Greyhound Racing Ireland Group Price List,Yes,0,2.1000000,kg,0,Z475601,Greyhound Racing Ireland Group Price List,Yes,0,2.1000000,kg,0,Z475601,Greyhound Racing Ireland Group Price List,Yes,0,2.1000000,kg,0,Z475601,Greyhound Racing Ireland Group Price List,Yes,0,2.1000000,kg,0,Z475601,Greyhound Racing Ireland Group Price List,Yes,0,2.1000000,kg,0,Z475601,Greyhound Racing Ireland Group Price List,Yes,0,2.1000000,kg,0,Z475601,Greyhound Racing Ireland Group Price List,Yes,0,2.1000000,kg,0,Z475601,Greyhound Racing Ireland Group Price List,Yes,0,2.1000000,kg,0,Z475601,Greyhound Racing Ireland Group Price List,Yes,0,2.1000000,kg,0,Z475601,Greyhound Racing Ireland Group Price List,Yes,0,2.1000000,kg,0,Z475601,Greyhound Racing Ireland Group Price List,Yes,0,2.1000000,kg,0,Z475601,Greyhound Racing Ireland Group Price List,Yes,0,2.1000000,kg,0,Z475601,Greyhound Racing Ireland Group Price List,Yes,0,2.1000000,kg,0
,647144,Food,Snacks: Crisp & Snacks,Crisps,Tayto Crisps : Salt &amp; Vinegar,Tayto,32x37.5g,g,S1786,Greyhound Racing Ireland Group Price List,Yes,0,1.20000000,kg,0,S1786,Greyhound Racing Ireland Group Price List,Yes,0,1.20000000,kg,0,S1786,Greyhound Racing Ireland Group Price List,Yes,0,1.20000000,kg,0,S1786,Greyhound Racing Ireland Group Price List,Yes,0,1.20000000,kg,0,S1786,Greyhound Racing Ireland Group Price List,Yes,0,1.20000000,kg,0,S1786,Greyhound Racing Ireland Group Price List,Yes,0,1.20000000,kg,0,S1786,Greyhound Racing Ireland Group Price List,Yes,0,1.20000000,kg,0,S1786,Greyhound Racing Ireland Group Price List,Yes,0,1.20000000,kg,0,S1786,Greyhound Racing Ireland Group Price List,Yes,0,1.20000000,kg,0,S1786,Greyhound Racing Ireland Group Price List,Yes,0,1.20000000,kg,0,S1786,Greyhound Racing Ireland Group Price List,Yes,0,1.20000000,kg,0,S1786,Greyhound Racing Ireland Group Price List,Yes,0,1.20000000,kg,0,S1786,Greyhound Racing Ireland Group Price List,Yes,0,1.20000000,kg,0,S1786,Greyhound Racing Ireland Group Price List,Yes,0,1.20000000,kg,0,S1786,Greyhound Racing Ireland Group Price List,Yes,0,1.20000000,kg,0,S1786,Greyhound Racing Ireland Group Price List,Yes,0,1.20000000,kg,0,S1786,Greyhound Racing Ireland Group Price List,Yes,0,1.20000000,kg,0
Dairy,454211,Food,Dairy: Dairy & Eggs (Chilled),Butter (Chilled),Butter,,1x454g,g,0320,Greyhound Racing Ireland Price List,Yes,0,0.4540000,kg,0,0320,Greyhound Racing Ireland Price List,Yes,0,0.4540000,kg,0,0320,Greyhound Racing Ireland Price List,Yes,0,0.4540000,kg,0,0320,Greyhound Racing Ireland Price List,Yes,0,0.4540000,kg,0,0320,Greyhound Racing Ireland Price List,Yes,0,0.4540000,kg,0,0320,Greyhound Racing Ireland Price List,Yes,0,0.4540000,kg,0,0320,Greyhound Racing Ireland Price List,Yes,0,0.4540000,kg,0,0320,Greyhound Racing Ireland Price List,Yes,0,0.4540000,kg,0,0320,Greyhound Racing Ireland Price List,Yes,0,0.4540000,kg,0,0320,Greyhound Racing Ireland Price List,Yes,0,0.4540000,kg,0,0320,Greyhound Racing Ireland Price List,Yes,0,0.4540000,kg,0,0320,Greyhound Racing Ireland Price List,Yes,0,0.4540000,kg,0,0320,Greyhound Racing Ireland Price List,Yes,0,0.4540000,kg,0,0320,Greyhound Racing Ireland Price List,Yes,0,0.4540000,kg,0,0320,Greyhound Racing Ireland Price List,Yes,0,0.4540000,kg,0,0320,Greyhound Racing Ireland Price List,Yes,0,0.4540000,kg,0,0320,Greyhound Racing Ireland Price List,Yes,0,0.4540000,kg,0
,1407918,Food,Dairy: Dairy & Eggs (Chilled),Butter (Chilled),Butter : Pure Irish,,1x454g,g,117709,Greyhound Racing Ireland Price List,Yes,0,0.4540000,kg,0,117709,Greyhound Racing Ireland Price List,Yes,0,0.4540000,kg,0,117709,Greyhound Racing Ireland Price List,Yes,0,0.4540000,kg,0,117709,Greyhound Racing Ireland Price List,Yes,0,0.4540000,kg,0,117709,Greyhound Racing Ireland Price List,Yes,0,0.4540000,kg,0,117709,Greyhound Racing Ireland Price List,Yes,0,0.4540000,kg,0,117709,Greyhound Racing Ireland Price List,Yes,0,0.4540000,kg,0,117709,Greyhound Racing Ireland Price List,Yes,0,0.4540000,kg,0,117709,Greyhound Racing Ireland Price List,Yes,0,0.4540000,kg,0,117709,Greyhound Racing Ireland Price List,Yes,0,0.4540000,kg,0,117709,Greyhound Racing Ireland Price List,Yes,0,0.4540000,kg,0,117709,Greyhound Racing Ireland Price List,Yes,0,0.4540000,kg,0,117709,Greyhound Racing Ireland Price List,Yes,0,0.4540000,kg,0,117709,Greyhound Racing Ireland Price List,Yes,0,0.4540000,kg,0,117709,Greyhound Racing Ireland Price List,Yes,0,0.4540000,kg,0,117709,Greyhound Racing Ireland Price List,Yes,0,0.4540000,kg,0,117709,Greyhound Racing Ireland Price List,Yes,0,0.4540000,kg,0
,725854,Food,Dairy: Dairy & Eggs (Chilled),Butter (Chilled),Butter : Unsalted,,20x454g,g,DY517,Greyhound Racing Ireland Group Price List,Yes,0,9.0800000,kg,0,DY517,Greyhound Racing Ireland Group Price List,Yes,0,9.0800000,kg,0,DY517,Greyhound Racing Ireland Group Price List,Yes,0,9.0800000,kg,0,DY517,Greyhound Racing Ireland Group Price List,Yes,0,9.0800000,kg,0,DY517,Greyhound Racing Ireland Group Price List,Yes,0,9.0800000,kg,0,DY517,Greyhound Racing Ireland Group Price List,Yes,0,9.0800000,kg,0,DY517,Greyhound Racing Ireland Group Price List,Yes,0,9.0800000,kg,0,DY517,Greyhound Racing Ireland Group Price List,Yes,0,9.0800000,kg,0,DY517,Greyhound Racing Ireland Group Price List,Yes,0,9.0800000,kg,0,DY517,Greyhound Racing Ireland Group Price List,Yes,0,9.0800000,kg,0,DY517,Greyhound Racing Ireland Group Price List,Yes,0,9.0800000,kg,0,DY517,Greyhound Racing Ireland Group Price List,Yes,0,9.0800000,kg,0,DY517,Greyhound Racing Ireland Group Price List,Yes,0,9.0800000,kg,0,DY517,Greyhound Racing Ireland Group Price List,Yes,0,9.0800000,kg,0,DY517,Greyhound Racing Ireland Group Price List,Yes,0,9.0800000,kg,0,DY517,Greyhound Racing Ireland Group Price List,Yes,0,9.0800000,kg,0,DY517,Greyhound Racing Ireland Group Price List,Yes,0,9.0800000,kg,0
Dairy,495164,Food,Dairy: Dairy & Eggs (Chilled),Butter (Chilled),Dairygold Butter : Portions,Dairygold,150x7g,g,497135,Greyhound Racing Ireland Group Price List,Yes,0,1.0500000,kg,0,497135,Greyhound Racing Ireland Group Price List,Yes,0,1.0500000,kg,0,497135,Greyhound Racing Ireland Group Price List,Yes,0,1.0500000,kg,0,497135,Greyhound Racing Ireland Group Price List,Yes,0,1.0500000,kg,0,497135,Greyhound Racing Ireland Group Price List,Yes,0,1.0500000,kg,0,497135,Greyhound Racing Ireland Group Price List,Yes,0,1.0500000,kg,0,497135,Greyhound Racing Ireland Group Price List,Yes,0,1.0500000,kg,0,497135,Greyhound Racing Ireland Group Price List,Yes,0,1.0500000,kg,0,497135,Greyhound Racing Ireland Group Price List,Yes,0,1.0500000,kg,0,497135,Greyhound Racing Ireland Group Price List,Yes,0,1.0500000,kg,0,497135,Greyhound Racing Ireland Group Price List,Yes,0,1.0500000,kg,0,497135,Greyhound Racing Ireland Group Price List,Yes,0,1.0500000,kg,0,497135,Greyhound Racing Ireland Group Price List,Yes,0,1.0500000,kg,0,497135,Greyhound Racing Ireland Group Price List,Yes,0,1.0500000,kg,0,497135,Greyhound Racing Ireland Group Price List,Yes,0,1.0500000,kg,0,497135,Greyhound Racing Ireland Group Price List,Yes,0,1.0500000,kg,0,497135,Greyhound Racing Ireland Group Price List,Yes,0,1.0500000,kg,0
,609538,Food,Dairy: Dairy & Eggs (Chilled),Butter (Chilled),Dromona Butter : Portions,Dromona,200x7g,g,DY333,Greyhound Racing Ireland Group Price List,Yes,0,1.4000000,kg,0,DY333,Greyhound Racing Ireland Group Price List,Yes,0,1.4000000,kg,0,DY333,Greyhound Racing Ireland Group Price List,Yes,0,1.4000000,kg,0,DY333,Greyhound Racing Ireland Group Price List,Yes,0,1.4000000,kg,0,DY333,Greyhound Racing Ireland Group Price List,Yes,0,1.4000000,kg,0,DY333,Greyhound Racing Ireland Group Price List,Yes,0,1.4000000,kg,0,DY333,Greyhound Racing Ireland Group Price List,Yes,0,1.4000000,kg,0,DY333,Greyhound Racing Ireland Group Price List,Yes,0,1.4000000,kg,0,DY333,Greyhound Racing Ireland Group Price List,Yes,0,1.4000000,kg,0,DY333,Greyhound Racing Ireland Group Price List,Yes,0,1.4000000,kg,0,DY333,Greyhound Racing Ireland Group Price List,Yes,0,1.4000000,kg,0,DY333,Greyhound Racing Ireland Group Price List,Yes,0,1.4000000,kg,0,DY333,Greyhound Racing Ireland Group Price List,Yes,0,1.4000000,kg,0,DY333,Greyhound Racing Ireland Group Price List,Yes,0,1.4000000,kg,0,DY333,Greyhound Racing Ireland Group Price List,Yes,0,1.4000000,kg,0,DY333,Greyhound Racing Ireland Group Price List,Yes,0,1.4000000,kg,0,DY333,Greyhound Racing Ireland Group Price List,Yes,0,1.4000000,kg,0
